Rk,Player,Nation,Pos,Squad,Comp,Born,MP,Starts,Min,90s,Gls,Ast,G+A,PK,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Ast,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Cmp_P,Att_P,SCA,SCA90,GCA,Err,Tkl,TklW,Blocks,Int,Tkl+Int,Clr
415,Liberato Cacace,nz NZL,"DF,MF",Empoli,it Serie A,2000,23,14,1384,15.4,2,2,4,0,4,0,1.7,1.7,0.9,2.6,38,43,62,0.13,762,65,260,296,219,399,576,35,2.28,2,0,26,19,20,11,37,45
416,Anthony Caci,fr FRA,DF,Mainz 05,de Bundesliga,1997,23,23,1885,20.9,1,5,6,0,6,0,2.2,2.2,4.3,6.5,28,90,104,0.24,1380,51,296,612,485,817,1144,69,3.29,9,2,51,34,23,15,66,36
417,Mathieu Cafaro,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,1997,15,9,732,8.1,1,0,1,0,3,1,1.5,1.5,1.3,2.8,19,16,51,0,324,5,61,112,153,172,239,25,3.07,2,0,10,7,7,7,17,3
418,Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,2001,27,27,2361,26.2,1,2,3,0,9,0,0.6,0.6,2.6,3.2,30,136,27,0.08,1873,67,406,1148,336,1444,1615,73,2.78,7,0,78,46,36,36,114,38
419,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,1991,18,2,419,4.7,1,0,1,0,2,1,0.1,0.1,0.7,0.9,12,44,21,0,492,5,64,268,167,423,460,24,5.13,2,1,7,2,3,4,11,1
420,Jens Cajuste,se SWE,MF,Ipswich Town,eng Premier League,1999,20,17,1261,14,0,0,0,0,2,0,0.2,0.2,0.4,0.6,18,34,12,0,647,38,187,328,142,427,505,18,1.28,0,2,29,13,16,18,47,20
421,Davide Calabria,it ITA,DF,Bologna,it Serie A,1996,4,2,191,2.1,0,0,0,0,1,0,0,0,0.4,0.4,0,16,4,0,149,3,36,68,45,109,135,10,4.71,0,0,3,2,1,0,3,4
422,Davide Calabria,it ITA,DF,Milan,it Serie A,1996,7,4,316,3.5,0,0,0,0,0,0,0.3,0.3,0.2,0.5,8,24,31,0,258,9,56,137,69,193,223,9,2.56,0,0,10,7,1,8,18,8
423,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,2002,16,10,868,9.6,2,1,3,0,4,0,0.9,0.9,0.3,1.1,18,52,26,0.1,597,28,158,235,208,426,499,12,1.24,2,0,25,18,12,9,34,24
424,Luca Caldirola,it ITA,DF,Monza,it Serie A,1991,7,6,490,5.4,0,0,0,0,2,0,0.2,0.2,0,0.2,3,13,4,0,371,38,186,166,19,283,323,1,0.18,0,0,6,3,6,4,10,22
425,Fernando Calero,es ESP,"DF,MF",Espanyol,es La Liga,1995,10,3,369,4.1,1,0,1,0,0,0,0.3,0.3,0,0.3,0,6,1,0,219,35,134,78,8,134,161,4,0.98,0,0,7,3,8,11,18,25
426,Duje Ćaleta-Car,hr CRO,DF,Lyon,fr Ligue 1,1996,15,14,1247,13.9,1,0,1,0,7,0,1.7,1.7,0.1,1.9,3,36,0,0,958,159,478,454,28,735,811,3,0.22,0,2,16,8,27,13,29,73
427,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,1994,19,17,1201,13.3,4,3,7,3,3,0,3.7,0.5,3.5,4.1,30,114,23,0.22,1208,24,237,668,309,955,1088,66,4.95,9,0,30,14,8,13,43,11
428,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,1997,22,19,1574,17.5,3,1,4,0,2,0,6.1,6.1,0.6,6.7,22,19,105,0.06,491,21,38,204,254,174,278,25,1.43,4,0,9,7,6,6,15,18
429,Drissa Camara,ci CIV,"MF,FW",Parma,it Serie A,2002,17,1,381,4.2,0,0,0,0,3,0,1.2,1.2,0.3,1.6,17,25,30,0,222,1,23,107,103,119,160,10,2.36,2,0,9,7,6,2,11,1
430,Issiaga Camara,gn GUI,MF,Nice,fr Ligue 1,2005,4,0,20,0.2,0,0,0,0,0,0,0,0,0,0,1,2,1,0,23,0,4,19,2,15,16,2,9,0,0,2,1,0,3,5,0
431,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,2004,20,17,1384,15.4,2,6,8,0,7,1,1.6,1.6,3.5,5.1,20,101,34,0.39,1178,23,181,715,291,818,986,62,4.03,10,1,48,31,23,23,71,20
432,Mahdi Camara,fr FRA,MF,Brest,fr Ligue 1,1998,24,21,1803,20,3,2,5,0,4,0,2.5,2.5,1.7,4.3,35,74,65,0.1,1012,26,176,559,289,650,762,53,2.65,5,0,55,32,32,22,77,21
433,Francesco Camarda,it ITA,"FW,MF",Milan,it Serie A,2008,9,1,161,1.8,0,0,0,0,0,0,0.4,0.4,0.4,0.8,2,0,9,0,61,5,10,26,26,26,31,3,1.67,0,0,5,2,1,0,5,3
434,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,es La Liga,2002,12,7,671,7.5,0,2,2,0,1,0,0.1,0.1,0.5,0.6,15,43,13,0.27,607,26,169,312,132,455,513,16,2.15,1,0,30,17,13,8,38,13
435,Nicolò Cambiaghi,it ITA,"FW,MF",Bologna,it Serie A,2000,7,1,194,2.2,0,2,2,0,0,0,0.2,0.2,1.6,1.8,17,9,20,0.93,122,0,14,44,66,69,93,12,5.6,4,0,4,3,5,2,6,1
436,Andrea Cambiaso,it ITA,"DF,FW",Juventus,it Serie A,2000,24,19,1698,18.9,2,1,3,0,4,0,0.5,0.5,2.2,2.7,64,90,88,0.05,1503,42,375,767,377,1189,1323,69,3.66,6,4,37,23,18,12,49,25
437,Axel Camblan,fr FRA,"MF,FW",Brest,fr Ligue 1,2003,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,2,2,1,0,10,0,0,3,7,3,7,0,0,0,0,1,1,1,0,1,0
438,Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,2001,23,14,1134,12.6,3,2,5,0,2,0,4.1,4.1,2,6.1,20,27,68,0.16,398,17,39,173,196,207,263,38,3.02,5,0,9,3,8,4,13,16
439,José Campaña,es ESP,MF,Las Palmas,es La Liga,1993,16,11,846,9.4,0,2,2,0,3,0,0.1,0.1,0.6,0.7,6,59,10,0.21,670,31,169,406,101,514,592,24,2.55,2,1,13,11,5,17,30,13
440,Thomas Campaniello,it ITA,FW,Empoli,it Serie A,2008,1,0,19,0.2,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0,3,0,13,0,1,5,7,7,10,0,0,0,0,0,0,0,0,0,0
441,Cole Campbell,us USA,"MF,FW",Dortmund,de Bundesliga,2006,4,0,22,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,21,2,4,9,8,13,15,0,0,0,0,0,0,0,0,0,1
442,Emre Can,de GER,"DF,MF",Dortmund,de Bundesliga,1994,21,17,1503,16.7,2,0,2,2,3,1,1.9,0.3,0.3,0.5,14,89,9,0,1645,87,556,967,132,1345,1484,22,1.32,2,3,36,21,14,13,49,52
443,Peio Canales,es ESP,"FW,MF",Athletic Club,es La Liga,2005,4,0,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,1,1,3,0,40,1,4,18,18,25,32,5,7.26,0,0,2,2,0,1,3,1
444,Matteo Cancellieri,it ITA,"FW,MF",Parma,it Serie A,2002,25,18,1331,14.8,3,0,3,0,2,1,2.5,2.5,0.6,3.1,37,22,75,0,500,19,98,201,213,193,293,25,1.69,3,0,25,15,15,13,38,27
445,Fali Candé,gw GNB,DF,Venezia,it Serie A,1998,6,6,540,6,0,1,1,0,1,0,0.3,0.3,0.5,0.8,2,19,0,0.17,433,69,250,171,15,297,366,5,0.83,2,0,11,10,8,4,15,26
446,Antonio Candela,it ITA,DF,Venezia,it Serie A,2000,14,12,1008,11.2,0,1,1,0,2,0,0.3,0.3,0.8,1.2,12,27,25,0.09,505,38,198,201,112,299,403,17,1.52,1,2,31,21,7,8,39,22
447,Antonio Candela,it ITA,DF,Valladolid,es La Liga,2000,4,4,269,3,0,0,0,0,0,0,0,0,0,0.1,6,9,13,0,177,5,70,78,33,112,154,2,0.67,0,0,6,4,2,2,8,8
448,Sergi Canós,es ESP,"MF,FW",Valencia,es La Liga,1997,15,2,353,3.9,0,1,1,0,3,0,0.5,0.5,0.2,0.7,7,9,44,0.25,220,6,32,72,117,87,152,18,4.56,1,0,10,6,5,5,15,4
449,Jaydee Canvot,fr FRA,"DF,MF",Toulouse,fr Ligue 1,2006,11,7,659,7.3,0,0,0,0,1,0,0.1,0.1,0.3,0.5,5,31,0,0,396,33,153,199,46,283,325,10,1.37,2,0,15,7,8,6,21,23
450,Pierrick Capelle,fr FRA,MF,Angers,fr Ligue 1,1987,14,3,416,4.6,0,0,0,0,3,0,0.2,0.2,1.2,1.4,8,17,14,0,244,6,39,148,63,145,187,14,3.03,1,1,21,15,4,9,30,5
451,Gianluca Caprari,it ITA,"MF,FW",Monza,it Serie A,1993,23,12,1040,11.6,2,1,3,2,3,0,2.5,0.9,1.5,2.5,27,50,71,0.09,562,2,49,258,259,343,437,47,4.06,4,1,15,9,11,3,18,2
452,Elia Caprile,it ITA,GK,Cagliari,it Serie A,2001,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,282,335,2,0,207,311,0,0,0,1,0,0,0,0,0,1
453,Elia Caprile,it ITA,GK,Napoli,it Serie A,2001,4,3,325,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,79,105,0,0,81,98,0,0,0,0,0,0,0,0,0,2
454,Gabin Capuano,fr FRA,FW,Lens,fr Ligue 1,2006,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,2,2,2,1,8.18,0,0,0,0,0,0,0,0
455,Francesco Caputo,it ITA,FW,Empoli,it Serie A,1987,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0
456,Maxence Caqueret,fr FRA,MF,Como,it Serie A,2000,7,5,376,4.2,0,2,2,0,2,0,0,0,0.5,0.5,6,20,8,0.48,221,5,59,113,51,138,168,9,2.15,3,0,14,7,9,0,14,3
457,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,2000,9,6,573,6.4,0,0,0,0,1,0,0.7,0.7,0.4,1.1,14,50,15,0,419,5,66,241,116,274,343,14,2.2,1,0,21,11,12,7,28,2
458,Simon Cara,fr FRA,MF,Montpellier,fr Ligue 1,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,3,4,0,0,0,0,0,0,0,0,0,0
459,Andrea Carboni,it ITA,DF,Monza,it Serie A,2001,20,19,1666,18.5,0,1,1,0,4,0,0.2,0.2,0.3,0.5,7,42,22,0.05,1052,109,493,466,96,718,859,10,0.54,2,3,41,22,22,21,62,78
460,Franco Carboni,it ITA,DF,Venezia,it Serie A,2003,6,2,166,1.8,0,0,0,0,1,0,0,0,0.1,0.1,2,2,6,0,90,9,49,25,18,45,66,3,1.64,0,0,5,3,1,0,5,11
461,Valentin Carboni,ar ARG,"MF,FW",Marseille,fr Ligue 1,2005,4,1,103,1.1,0,0,0,0,1,0,0,0,0.1,0.2,4,4,8,0,81,1,6,35,40,57,64,5,4.37,0,0,2,2,1,1,3,1
462,Cárdenas,es ESP,GK,Rayo Vallecano,es La Liga,1997,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,133,150,1,0,74,140,1,0.2,0,0,0,0,0,0,0,3
463,Irvin Cardona,fr FRA,"FW,MF",Espanyol,es La Liga,1997,16,5,606,6.7,1,1,2,0,1,0,1.1,1.1,0.6,1.7,14,15,43,0.15,246,7,27,98,123,100,161,20,2.97,3,0,8,5,5,4,12,10
464,Irvin Cardona,fr FRA,FW,Saint-Étienne,fr Ligue 1,1997,5,3,286,3.2,2,1,3,0,1,0,1,1,0.7,1.7,10,9,35,0.31,150,3,7,43,100,79,115,7,2.2,1,0,2,2,9,1,3,1
465,Marc Cardona,es ESP,"FW,MF",Las Palmas,es La Liga,1995,7,0,90,1,0,0,0,0,1,0,0.2,0.2,0,0.2,2,2,6,0,45,0,9,23,13,28,32,1,1,0,0,1,0,0,0,1,0
466,Sergi Cardona,es ESP,DF,Villarreal,es La Liga,1999,24,24,2132,23.7,1,6,7,0,6,0,2.1,2.1,5.1,7.2,39,52,139,0.25,1341,85,515,464,367,843,1084,59,2.49,9,1,47,32,38,27,74,80
467,Johnny Cardoso,us USA,MF,Betis,es La Liga,2001,19,16,1455,16.2,1,1,2,0,3,0,1.7,1.7,0.9,2.5,10,53,24,0.06,953,62,265,566,136,611,724,24,1.49,1,1,34,18,23,35,69,47
468,Tiago Cardoso,lu LUX,GK,Gladbach,de Bundesliga,2006,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,40,0,0,32,39,0,0,0,1,0,0,0,0,0,0
469,Patrik Carlgren,se SWE,GK,Nantes,fr Ligue 1,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,89,98,0,0,65,93,0,0,0,0,0,0,0,0,0,0
470,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,1993,10,8,830,9.2,0,0,0,0,1,0,0.6,0.6,0,0.6,3,34,0,0,674,86,331,330,15,534,603,4,0.43,0,2,8,3,13,5,13,36
471,Carmona,es ESP,DF,Sevilla,es La Liga,2002,24,24,2088,23.2,0,0,0,0,6,0,0.4,0.4,1.3,1.7,26,82,26,0,1633,84,538,887,230,1113,1357,37,1.59,0,2,58,41,27,52,110,70
472,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,2000,24,24,2160,24,0,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,796,695,794,2,0,546,736,3,0.12,1,1,0,0,1,0,0,16
473,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,es La Liga,2000,13,10,867,9.6,0,3,3,0,0,0,0.2,0.2,2.2,2.4,27,31,78,0.31,589,20,139,231,221,374,490,25,2.6,3,0,22,15,12,8,30,21
474,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,1992,8,7,609,6.8,1,0,1,0,1,0,1.3,1.3,0.2,1.5,13,27,48,0,532,26,126,232,176,399,463,12,1.77,2,1,12,8,8,10,22,19
475,Fabio Carvalho,pt POR,"FW,MF",Brentford,eng Premier League,2002,19,3,455,5.1,2,1,3,0,1,0,2.5,2.5,0.7,3.2,9,17,23,0.2,247,4,44,91,113,126,178,10,1.97,1,0,13,9,6,3,16,2
476,William Carvalho,pt POR,MF,Betis,es La Liga,1992,4,4,247,2.7,0,0,0,0,0,0,0.1,0.1,0,0.2,1,20,2,0,205,7,60,121,28,151,183,7,2.55,0,0,3,2,4,3,6,4
477,Cesare Casadei,it ITA,MF,Torino,it Serie A,2003,4,3,257,2.9,1,0,1,0,0,0,0.6,0.6,0,0.7,2,9,1,0,134,9,35,66,34,81,105,5,1.75,0,0,6,1,0,1,7,6
478,Marc Casado,es ESP,MF,Barcelona,es La Liga,2003,22,19,1545,17.2,1,3,4,0,4,1,1.1,1.1,1.4,2.4,12,104,24,0.17,1481,23,214,1011,259,1178,1318,44,2.56,6,1,42,24,18,22,64,21
479,Nicolò Casale,it ITA,DF,Bologna,it Serie A,1998,11,6,599,6.7,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,17,1,0,421,46,205,209,11,310,354,7,1.05,1,2,7,4,10,9,16,33
480,Nicolò Casale,it ITA,DF,Lazio,it Serie A,1998,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,124,9,39,83,2,100,110,0,0,0,0,5,3,4,1,6,2
481,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,1992,17,12,1011,11.2,1,0,1,0,2,0,1.3,1.3,2.2,3.5,3,56,23,0,867,55,239,454,179,548,688,46,4.1,3,3,53,32,27,10,63,37
482,Kaelan Casey,eng ENG,DF,West Ham,eng Premier League,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
483,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,1997,18,16,1351,15,1,1,2,0,5,0,0.2,0.2,1,1.3,38,31,50,0.07,777,51,276,323,188,495,630,15,1,1,2,40,23,15,18,58,35
484,Josué Casimir,fr FRA,"MF,FW",Le Havre,fr Ligue 1,2001,17,13,1135,12.6,2,2,4,0,4,0,1.9,1.9,1.2,3.1,35,24,71,0.16,450,15,106,169,185,217,318,32,2.54,5,1,23,14,9,2,25,26
485,Federico Cassa,it ITA,"MF,FW",Atalanta,it Serie A,2006,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,9,0,1,2,6,5,6,1,6.43,0,0,0,0,1,0,0,0
486,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,2000,23,22,1905,21.2,1,2,3,0,7,0,0.5,0.5,1.6,2.1,21,89,32,0.09,1231,59,348,692,215,775,994,53,2.5,4,1,80,52,28,28,108,31
487,Timothy Castagne,be BEL,DF,Fulham,eng Premier League,1995,17,12,1162,12.9,0,1,1,0,1,0,0.1,0.1,1.2,1.3,14,51,52,0.08,838,61,309,360,173,582,701,21,1.63,1,0,31,18,11,14,45,51
488,Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,1998,22,21,1774,19.7,9,3,12,2,6,1,12.1,10,2.5,12.5,23,49,119,0.15,635,16,38,274,331,266,407,59,2.99,11,0,9,4,15,5,14,19
489,Jean-Charles Castelletto,cm CMR,"DF,MF",Nantes,fr Ligue 1,1995,22,22,1917,21.3,0,0,0,0,4,0,1.1,1.1,0.1,1.2,13,75,8,0,1207,134,526,623,60,871,984,15,0.7,2,0,27,12,19,22,49,114
490,Santiago Castro,ar ARG,FW,Bologna,it Serie A,2004,27,23,1957,21.7,7,4,11,0,4,0,5.9,5.1,2.2,7.4,14,33,119,0.18,611,21,53,264,302,304,389,62,2.85,11,0,16,9,12,3,19,19
491,Gaetano Castrovilli,it ITA,"MF,FW",Monza,it Serie A,1997,3,0,79,0.9,0,0,0,0,0,0,0.1,0.1,0.1,0.1,6,5,4,0,49,2,4,26,21,32,44,1,1.14,0,0,3,3,0,2,5,0
492,Gaetano Castrovilli,it ITA,"MF,FW",Lazio,it Serie A,1997,9,1,148,1.6,0,0,0,0,0,0,0.1,0.1,0.7,0.8,5,10,6,0,99,2,18,57,24,66,78,3,1.84,0,0,5,2,3,3,8,1
493,Danilo Cataldi,it ITA,MF,Fiorentina,it Serie A,1994,18,16,1125,12.5,3,0,3,0,1,0,1,1,0.5,1.5,14,62,10,0,759,31,172,481,112,555,664,22,1.76,1,0,18,13,10,15,33,20
494,Catena,es ESP,DF,Osasuna,es La Liga,1994,24,24,2142,23.8,0,1,1,0,7,0,1.7,1.7,0.7,2.4,9,66,2,0.04,1321,198,677,612,40,859,1053,15,0.63,3,0,35,22,27,22,57,154
495,Maximiliano Caufriez,be BEL,DF,Valencia,es La Liga,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,6,17,6,0,11,14,0,0,0,0,1,1,2,1,2,4
496,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,1996,15,10,832,9.2,0,0,0,0,4,0,0.3,0.3,1.4,1.7,28,111,11,0,1033,20,189,677,175,897,949,37,4,4,1,34,18,13,13,47,6
497,Abdoulie Ceesay,gm GAM,FW,St. Pauli,de Bundesliga,2004,6,0,52,0.6,0,0,0,0,1,0,0,0,0,0,0,0,8,0,23,0,2,11,10,7,13,0,0,0,0,3,3,1,0,3,1
498,Zeki Çelik,tr TUR,DF,Roma,it Serie A,1997,23,19,1570,17.4,0,2,2,0,3,0,0.5,0.5,1.3,1.7,19,66,66,0.11,1111,54,305,558,257,768,935,24,1.37,1,1,40,23,21,9,49,57
499,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,1996,2,1,78,0.9,0,0,0,0,0,0,0,0,0.2,0.2,3,8,13,0,69,8,17,19,33,40,52,4,4.62,0,0,3,1,1,1,4,7
500,Alberto Cerri,it ITA,FW,Como,it Serie A,1996,5,0,87,1,0,0,0,0,0,0,1,1,0,1,0,0,11,0,36,1,4,12,21,15,23,1,1.03,0,0,0,0,2,0,0,1
501,Franco Cervi,ar ARG,"FW,MF",Celta Vigo,es La Liga,1994,6,4,258,2.9,0,0,0,0,1,0,0,0,0.3,0.3,3,14,21,0,157,3,36,77,44,90,131,5,1.74,0,0,8,3,4,8,16,6
502,Julian Chabot,de GER,DF,Stuttgart,de Bundesliga,1998,22,19,1629,18.1,1,1,2,0,9,1,1.2,1.2,0.2,1.4,6,65,2,0.06,1491,193,753,688,56,1132,1280,17,0.94,2,0,27,17,19,28,55,100
503,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,de Bundesliga,2005,13,5,478,5.3,0,0,0,0,1,0,0,0,0.3,0.4,3,38,2,0,449,51,175,251,25,310,370,4,0.75,0,1,12,8,7,6,18,37
504,Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,de Bundesliga,2002,16,6,642,7.1,1,0,1,0,2,0,2.2,2.2,1.2,3.4,11,32,40,0,352,21,71,126,158,176,271,34,4.74,3,1,11,7,9,7,18,23
505,Trevoh Chalobah,eng ENG,DF,Crystal Palace,eng Premier League,1999,12,12,1060,11.8,3,0,3,0,1,0,1.2,1.2,0.4,1.6,11,34,6,0,594,66,275,276,51,349,442,11,0.93,0,3,20,16,19,19,39,57
506,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,1999,5,4,278,3.1,0,1,1,0,0,0,0.2,0.2,1.1,1.3,2,12,0,0.32,274,20,123,135,20,228,248,3,0.97,1,1,3,1,1,6,9,12
507,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,1990,2,0,19,0.2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,25,1,6,11,8,13,19,1,4.74,0,0,0,0,0,3,3,2
508,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,eng Premier League,1997,15,7,614,6.8,1,1,2,0,1,0,1.2,1.2,0.6,1.8,10,25,20,0.15,281,6,46,141,99,170,229,18,2.65,1,0,11,5,8,3,14,2
509,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,1994,21,21,1890,21,1,0,1,0,3,0,0.6,0.6,0.6,1.2,7,43,3,0,1192,170,681,481,34,780,955,20,0.95,4,2,33,24,35,24,57,127
510,Gabriel Charpentier,cg CGO,FW,Parma,it Serie A,1999,10,0,271,3,1,2,3,0,1,0,1.3,1.3,0.9,2.3,6,7,16,0.66,111,7,22,35,58,33,55,11,3.64,3,0,4,3,3,0,4,9
511,Raúl Chasco,es ESP,DF,Valladolid,es La Liga,2003,2,1,130,1.4,0,0,0,0,0,0,0,0,0,0,1,3,2,0,74,2,36,32,7,35,58,2,1.38,1,0,4,1,1,2,6,2
512,Anrie Chase,jp JPN,DF,Stuttgart,de Bundesliga,2004,12,7,734,8.2,0,0,0,0,1,0,0.1,0.1,0,0.1,6,28,2,0,622,65,253,334,40,497,541,8,0.98,0,0,10,4,10,9,19,35
513,Pep Chavarría,es ESP,DF,Rayo Vallecano,es La Liga,1998,22,18,1650,18.3,0,1,1,0,1,0,1,1,1,2,30,76,82,0.05,1256,74,428,529,310,839,1036,36,1.96,1,1,33,24,30,20,53,79
514,Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,2001,17,15,1384,15.4,0,0,0,0,4,0,0.4,0.4,0.1,0.5,7,42,10,0,969,116,440,468,66,624,763,8,0.52,1,2,27,18,29,24,51,80
515,Jhoanner Chávez,ec ECU,"DF,MF",Lens,fr Ligue 1,2002,10,7,596,6.6,1,0,1,0,1,0,0.3,0.3,0.7,1,14,9,36,0,373,21,107,145,125,230,308,15,2.27,0,0,9,5,10,6,15,13
516,Walid Cheddira,ma MAR,FW,Napoli,it Serie A,1998,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,2,2,3,1,7.5,0,0,0,0,0,0,0,0
517,Walid Cheddira,ma MAR,FW,Espanyol,es La Liga,1998,17,5,592,6.6,1,1,2,0,2,0,0.9,0.9,1.2,2.1,7,11,31,0.15,183,5,20,90,76,66,91,17,2.58,4,0,4,0,3,1,5,6
518,Chema,es ESP,MF,Real Madrid,es La Liga,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
519,Théo Chennahi,fr FRA,"MF,DF",Montpellier,fr Ligue 1,2005,2,0,8,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,2,1,2,3,0,0,0,0,0,0,1,0,0,0
520,Sidiki Cherif,fr FRA,FW,Angers,fr Ligue 1,2006,7,3,324,3.6,0,0,0,0,0,0,0.7,0.7,0.2,0.9,8,3,16,0,107,1,7,50,51,33,62,4,1.11,0,1,5,5,4,0,5,0
521,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,2003,20,15,1314,14.6,5,9,14,0,2,0,3.6,3.6,7.7,11.2,55,145,120,0.62,980,4,66,389,544,665,850,97,6.64,14,0,10,9,6,5,15,6
522,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,2001,24,24,2160,24,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,807,669,805,3,0,588,755,2,0.08,1,1,3,2,0,0,3,6
523,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,2005,10,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,61,9,28,30,3,36,42,0,0,0,0,2,1,1,3,5,12
524,Julián Chicco,ar ARG,MF,Leganés,es La Liga,1998,10,1,197,2.2,0,0,0,0,0,0,0.4,0.4,0.1,0.5,7,14,4,0,121,3,22,74,26,70,88,3,1.36,0,0,8,5,2,2,10,3
525,Leandro Chichizola,ar ARG,GK,Parma,it Serie A,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54,45,53,1,0,36,50,2,2,0,0,0,0,0,0,0,2
526,Federico Chiesa,it ITA,FW,Liverpool,eng Premier League,1997,3,0,28,0.3,0,0,0,0,0,0,0.2,0.2,0,0.2,2,1,4,0,23,0,2,11,10,15,18,3,9.64,1,0,0,0,1,0,0,0
527,Ben Chilwell,eng ENG,"DF,MF",Crystal Palace,eng Premier League,1996,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,36,3,14,11,11,16,24,1,2.81,0,0,1,1,0,0,1,6
528,Chiquinho,pt POR,MF,Wolves,eng Premier League,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,3,3,2,25.71,0,0,0,0,0,0,0,0
529,Chiquinho,pt POR,"MF,FW",Mallorca,es La Liga,2000,8,1,146,1.6,0,0,0,0,2,0,0.3,0.3,0,0.3,4,1,12,0,76,0,6,23,48,22,34,7,4.29,1,0,1,0,3,2,3,0
530,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,1997,22,21,1766,19.6,0,2,2,0,4,0,0.3,0.3,1.2,1.5,6,128,18,0.1,1281,43,264,856,173,969,1161,38,1.94,5,0,31,22,18,14,45,37
531,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,2001,16,16,1285,14.3,1,0,1,0,5,0,0.7,0.7,0.3,1,13,56,28,0,691,59,209,384,102,447,556,17,1.19,0,0,26,16,20,12,38,41
532,Hamza Choudhury,eng ENG,"MF,DF",Leicester City,eng Premier League,1997,4,1,131,1.5,0,0,0,0,0,0,0,0,0.4,0.4,4,3,6,0,100,4,19,61,20,72,84,3,2.05,0,0,1,1,4,5,6,2
